video,frame,bbox,predicted,confidence
ThesisMP4TEST5.mp4,845,"1015,453,1090,538",Unknown,0.005477995260744245
ThesisMP4TEST5.mp4,850,"975,448,1051,534",Unknown,0.005308196232251704
ThesisMP4TEST5.mp4,850,"937,422,975,468",Unknown,0.005420023417205192
ThesisMP4TEST5.mp4,855,"948,451,1021,533",Unknown,0.0053360236034008315
ThesisMP4TEST5.mp4,860,"937,449,1011,532",Unknown,0.005622149450396889
ThesisMP4TEST5.mp4,860,"845,402,897,460",Unknown,0.0056708716123653755
ThesisMP4TEST5.mp4,860,"319,460,361,520",Unknown,0.005488973308462909
ThesisMP4TEST5.mp4,865,"937,456,1016,544",Unknown,0.005609350516110397
ThesisMP4TEST5.mp4,865,"808,403,860,462",Unknown,0.005468000795738297
ThesisMP4TEST5.mp4,870,"952,466,1034,556",Unknown,0.005556620053504708
ThesisMP4TEST5.mp4,870,"780,399,823,454",Unknown,0.005296322078197598
ThesisMP4TEST5.mp4,870,"137,551,154,573",Unknown,0.00520627845467151
ThesisMP4TEST5.mp4,875,"974,474,1058,567",Unknown,0.005325147681561241
ThesisMP4TEST5.mp4,875,"746,403,789,456",Unknown,0.005398988318360618
ThesisMP4TEST5.mp4,880,"1000,468,1093,571",Unknown,0.005308510185654201
ThesisMP4TEST5.mp4,880,"17,448,72,513",Unknown,0.005353707602115483
ThesisMP4TEST5.mp4,880,"716,402,761,457",Unknown,0.005509350502487438
ThesisMP4TEST5.mp4,885,"1021,475,1124,588",Unknown,0.0053703169869554436
ThesisMP4TEST5.mp4,885,"57,451,106,511",Unknown,0.005503552539104629
ThesisMP4TEST5.mp4,885,"689,400,729,450",Unknown,0.005464731912313272
ThesisMP4TEST5.mp4,890,"1043,487,1151,606",Unknown,0.005393360445020203
ThesisMP4TEST5.mp4,890,"101,454,149,513",Unknown,0.00543498391243354
ThesisMP4TEST5.mp4,890,"665,390,708,445",Unknown,0.005288677853907276
ThesisMP4TEST5.mp4,895,"1056,491,1181,622",Unknown,0.005246475379512643
ThesisMP4TEST5.mp4,895,"146,458,195,523",Unknown,0.005441125350050092
ThesisMP4TEST5.mp4,895,"645,388,686,439",Unknown,0.005739529370310906
ThesisMP4TEST5.mp4,900,"1084,481,1211,613",Unknown,0.005428070198401997
ThesisMP4TEST5.mp4,900,"180,454,226,517",Unknown,0.005328865098164284
ThesisMP4TEST5.mp4,900,"632,394,668,439",Unknown,0.005335277663789083
ThesisMP4TEST5.mp4,905,"1096,471,1225,619",Unknown,0.00525606963011085
ThesisMP4TEST5.mp4,905,"218,461,261,516",Unknown,0.005301639345654727
ThesisMP4TEST5.mp4,910,"1105,492,1235,633",Unknown,0.005640956587232096
ThesisMP4TEST5.mp4,910,"255,460,302,521",Unknown,0.005532686277608903
ThesisMP4TEST5.mp4,915,"1114,500,1229,629",Unknown,0.0057312272294933525
ThesisMP4TEST5.mp4,915,"299,456,349,515",Unknown,0.00555571163145659
ThesisMP4TEST5.mp4,915,"588,405,624,445",Unknown,0.00554864677861186
ThesisMP4TEST5.mp4,920,"1104,489,1226,626",Unknown,0.005358945286542714
ThesisMP4TEST5.mp4,920,"354,424,419,511",Unknown,0.00538681902360327
ThesisMP4TEST5.mp4,920,"334,439,391,506",Unknown,0.0056186474369651265
ThesisMP4TEST5.mp4,920,"562,388,608,440",Unknown,0.005979363119500809
