frame,track_id,name,confidence,inference_time_ms,ground_truth
178,1,Unknown,0.0,38.806915283203125,Unknown
180,1,Unknown,0.0,67.5356388092041,Unknown
182,1,Unknown,0.0,32.98783302307129,Unknown
184,1,Unknown,0.0,53.33709716796875,Unknown
186,1,Unknown,0.0,38.813114166259766,Unknown
188,1,Unknown,0.0,51.989078521728516,Unknown
190,1,Unknown,0.0,107.24997520446777,Unknown
192,1,Unknown,0.0,50.43840408325195,Unknown
194,1,Unknown,0.0,65.37604331970215,Unknown
196,1,Unknown,0.0,66.16783142089844,Unknown
198,1,Unknown,0.0,65.28306007385254,Unknown
200,1,Unknown,0.0,33.418893814086914,Unknown
202,1,Unknown,0.0,36.40317916870117,Unknown
204,1,Unknown,0.0,37.44649887084961,Unknown
206,1,Unknown,0.0,34.4696044921875,Unknown
208,1,Unknown,0.0,34.29841995239258,Unknown
210,1,Unknown,0.0,23.78368377685547,Unknown
212,1,Unknown,0.0,68.56369972229004,Unknown
214,1,Unknown,0.0,67.4293041229248,Unknown
216,1,Unknown,0.0,39.086341857910156,Unknown
218,1,Unknown,0.0,46.36335372924805,Unknown
220,1,Unknown,0.0,45.32742500305176,Unknown
222,1,Unknown,0.0,20.925283432006836,Unknown
224,1,Unknown,0.0,61.26761436462402,Unknown
226,1,Unknown,0.0,28.792858123779297,Unknown
228,1,Unknown,0.0,60.64105033874512,Unknown
230,1,Unknown,0.0,26.783227920532227,Unknown
232,1,Unknown,0.0,21.249055862426758,Unknown
234,1,Unknown,0.0,26.1077880859375,Unknown
236,1,Unknown,0.0,25.701284408569336,Unknown
238,1,Unknown,0.0,26.781558990478516,Unknown
240,1,Unknown,0.0,63.958168029785156,Unknown
242,1,Unknown,0.0,62.36600875854492,Unknown
244,1,Myke,0.7972898443326603,63.97867202758789,Unknown
246,1,Unknown,0.0,70.9083080291748,Unknown
248,1,Unknown,0.0,89.39385414123535,Unknown
250,1,Unknown,0.0,64.2848014831543,Unknown
252,1,Unknown,0.0,64.50676918029785,Unknown
254,1,Unknown,0.0,65.5825138092041,Unknown
256,1,Unknown,0.0,67.92283058166504,Unknown
258,1,Unknown,0.0,70.90497016906738,Unknown
260,1,Unknown,0.0,79.50425148010254,Unknown
262,1,Unknown,0.0,82.69596099853516,Unknown
264,1,Unknown,0.0,76.35068893432617,Unknown
266,1,Unknown,0.0,76.18284225463867,Unknown
268,1,Unknown,0.0,93.28985214233398,Unknown
270,1,Unknown,0.0,89.31326866149902,Unknown
272,1,Unknown,0.0,79.67877388000488,Unknown
274,1,Unknown,0.0,60.18567085266113,Unknown
276,1,Unknown,0.0,75.84857940673828,Unknown
278,1,Unknown,0.0,79.90741729736328,Unknown
280,1,Unknown,0.0,74.88560676574707,Unknown
282,1,Unknown,0.0,78.67836952209473,Unknown
284,1,Unknown,0.0,82.82208442687988,Unknown
286,1,Unknown,0.0,83.96220207214355,Unknown
288,1,Unknown,0.0,98.93202781677246,Unknown
290,1,Unknown,0.0,49.75581169128418,Unknown
292,1,Unknown,0.0,41.06259346008301,Unknown
294,1,Unknown,0.0,85.26968955993652,Unknown
296,1,Unknown,0.0,41.710853576660156,Unknown
298,1,Unknown,0.0,77.789306640625,Unknown
300,1,Unknown,0.0,83.88090133666992,Unknown
302,1,Unknown,0.0,78.2780647277832,Unknown
304,1,Unknown,0.0,93.59169006347656,Unknown
306,1,Unknown,0.0,91.1104679107666,Unknown
308,1,Unknown,0.0,76.00283622741699,Unknown
310,1,Unknown,0.0,86.90810203552246,Unknown
312,1,Unknown,0.0,66.07961654663086,Unknown
314,1,Unknown,0.0,64.5599365234375,Unknown
316,1,Unknown,0.0,66.21956825256348,Unknown
318,1,Unknown,0.0,70.51563262939453,Unknown
320,1,Unknown,0.0,78.71723175048828,Unknown
322,1,Unknown,0.0,65.76108932495117,Unknown
324,1,Unknown,0.0,71.05660438537598,Unknown
326,1,Unknown,0.0,33.313751220703125,Unknown
328,1,Unknown,0.0,39.9775505065918,Unknown
330,1,Unknown,0.0,74.25045967102051,Unknown
332,1,Unknown,0.0,94.40493583679199,Unknown
334,1,Unknown,0.0,31.51726722717285,Unknown
336,1,Unknown,0.0,35.58015823364258,Unknown
338,1,Unknown,0.0,75.20914077758789,Unknown
340,1,Unknown,0.0,51.857948303222656,Unknown
342,1,Unknown,0.0,35.891056060791016,Unknown
344,1,Myke,0.5964294134855651,67.29888916015625,Unknown
346,1,Unknown,0.0,78.12190055847168,Unknown
348,1,Myke,0.48254767406390847,73.04000854492188,Unknown
350,1,Unknown,0.0,66.42389297485352,Unknown
352,1,Unknown,0.0,70.9078311920166,Unknown
354,1,Unknown,0.0,79.05721664428711,Unknown
356,1,Unknown,0.0,112.94388771057129,Unknown
358,1,Unknown,0.0,76.16758346557617,Unknown
360,1,Unknown,0.0,78.65142822265625,Unknown
362,1,Unknown,0.0,73.70352745056152,Unknown
364,1,Unknown,0.0,51.89061164855957,Unknown
366,1,Unknown,0.0,64.99004364013672,Unknown
368,1,Unknown,0.0,41.9008731842041,Unknown
370,1,Unknown,0.0,34.201860427856445,Unknown
372,1,Unknown,0.0,66.2236213684082,Unknown
374,1,Unknown,0.0,77.77714729309082,Unknown
376,1,Unknown,0.0,84.03754234313965,Unknown
378,1,Unknown,0.0,89.03694152832031,Unknown
380,1,Unknown,0.0,41.947126388549805,Unknown
382,1,Unknown,0.0,34.58523750305176,Unknown
384,1,Unknown,0.0,30.917882919311523,Unknown
386,1,Unknown,0.0,44.39973831176758,Unknown
388,1,Unknown,0.0,66.49065017700195,Unknown
390,1,Unknown,0.0,50.658464431762695,Unknown
392,1,Unknown,0.0,64.03136253356934,Unknown
394,1,Unknown,0.0,55.5722713470459,Unknown
396,1,Unknown,0.0,93.73641014099121,Unknown
398,1,Unknown,0.0,83.0838680267334,Unknown
400,1,Unknown,0.0,36.620140075683594,Unknown
402,1,Unknown,0.0,64.33892250061035,Unknown
404,1,Unknown,0.0,40.827035903930664,Unknown
406,1,Unknown,0.0,43.9610481262207,Unknown
408,1,Unknown,0.0,41.79120063781738,Unknown
410,1,Unknown,0.0,66.66898727416992,Unknown
412,1,Unknown,0.0,50.583839416503906,Unknown
414,1,Unknown,0.0,58.36939811706543,Unknown
416,1,Unknown,0.0,39.51716423034668,Unknown
418,1,Unknown,0.0,22.548913955688477,Unknown
420,1,Unknown,0.0,24.62601661682129,Unknown
422,1,Unknown,0.0,19.71721649169922,Unknown
424,1,Unknown,0.0,49.61991310119629,Unknown
426,1,Unknown,0.0,17.691612243652344,Unknown
428,1,Unknown,0.0,25.42853355407715,Unknown
430,1,Unknown,0.0,22.397756576538086,Unknown
432,1,Unknown,0.0,14.966964721679688,Unknown
434,1,Unknown,0.0,18.256425857543945,Unknown
436,1,Unknown,0.0,49.23725128173828,Unknown
438,1,Unknown,0.0,25.615692138671875,Unknown
440,1,Unknown,0.0,16.063690185546875,Unknown
442,1,Unknown,0.0,19.84572410583496,Unknown
444,1,Unknown,0.0,24.823665618896484,Unknown
446,1,Unknown,0.0,18.61095428466797,Unknown
448,1,Unknown,0.0,30.18498420715332,Unknown
450,1,Unknown,0.0,22.267580032348633,Unknown
452,1,Unknown,0.0,22.182703018188477,Unknown
454,1,Unknown,0.0,23.577213287353516,Unknown
456,1,Unknown,0.0,34.75069999694824,Unknown
458,1,Unknown,0.0,35.78329086303711,Unknown
460,1,Unknown,0.0,31.295061111450195,Unknown
462,1,Unknown,0.0,31.076908111572266,Unknown
464,1,Unknown,0.0,23.448467254638672,Unknown
466,1,Unknown,0.0,26.81112289428711,Unknown
468,1,Unknown,0.0,20.203590393066406,Unknown
470,1,Unknown,0.0,18.23568344116211,Unknown
472,1,Unknown,0.0,17.669677734375,Unknown
474,1,Unknown,0.0,26.99112892150879,Unknown
476,1,Unknown,0.0,26.9777774810791,Unknown
478,1,Unknown,0.0,22.735118865966797,Unknown
480,1,Unknown,0.0,22.272109985351562,Unknown
482,1,Unknown,0.0,17.621278762817383,Unknown
484,1,Unknown,0.0,21.999835968017578,Unknown
486,1,Unknown,0.0,16.057491302490234,Unknown
488,1,Unknown,0.0,13.814687728881836,Unknown
490,1,Unknown,0.0,16.951799392700195,Unknown
492,1,Unknown,0.0,17.966508865356445,Unknown
494,1,Unknown,0.0,17.159223556518555,Unknown
496,1,Unknown,0.0,17.629384994506836,Unknown
498,1,Unknown,0.0,17.947912216186523,Unknown
500,1,Unknown,0.0,17.436504364013672,Unknown
502,1,Unknown,0.0,16.91746711730957,Unknown
504,1,Unknown,0.0,15.48147201538086,Unknown
506,1,Unknown,0.0,15.645742416381836,Unknown
508,1,Unknown,0.0,17.475366592407227,Unknown
510,1,Unknown,0.0,15.811681747436523,Unknown
512,1,Unknown,0.0,24.07073974609375,Unknown
514,1,Unknown,0.0,14.712095260620117,Unknown
516,1,Unknown,0.0,13.570308685302734,Unknown
518,1,Unknown,0.0,14.134883880615234,Unknown
520,1,Unknown,0.0,16.069412231445312,Unknown
522,1,Unknown,0.0,13.607025146484375,Unknown
524,1,Unknown,0.0,17.495393753051758,Unknown
526,1,Unknown,0.0,16.857385635375977,Unknown
528,1,Unknown,0.0,17.704248428344727,Unknown
530,1,Unknown,0.0,38.46621513366699,Unknown
532,1,Unknown,0.0,38.77758979797363,Unknown
534,1,Unknown,0.0,34.32464599609375,Unknown
536,1,Unknown,0.0,34.68012809753418,Unknown
538,1,Unknown,0.0,35.28022766113281,Unknown
540,1,Myke,0.5471464014389917,36.2093448638916,Unknown
542,1,Myke,0.579460205811057,46.24223709106445,Unknown
544,1,Myke,0.5733530904887694,37.28985786437988,Unknown
546,1,Myke,0.48176312452591424,38.61665725708008,Unknown
548,1,Myke,0.5794151962347126,41.45026206970215,Unknown
550,1,Myke,0.5715069519524778,32.25445747375488,Unknown
552,1,Myke,0.5994778971570521,35.43686866760254,Unknown
554,1,Myke,0.849198058717887,39.75677490234375,Unknown
556,1,Myke,0.6721787299157647,35.22443771362305,Unknown
558,1,Myke,0.8379550562172153,49.92246627807617,Unknown
560,1,Myke,0.8011446337783225,50.035953521728516,Unknown
562,1,Myke,0.7834207525232433,60.09936332702637,Unknown
564,1,Myke,0.8466092546461913,45.77374458312988,Unknown
566,1,Myke,0.6715925635892804,44.318437576293945,Unknown
568,1,Myke,0.8340834442658843,43.23887825012207,Unknown
570,1,Myke,0.794038188342028,35.65859794616699,Unknown
572,1,Myke,0.8530502253235884,35.15028953552246,Unknown
574,1,Myke,0.8517366902630208,33.6458683013916,Unknown
576,1,Myke,0.7585832942196978,49.942731857299805,Unknown
578,1,Myke,0.9350864796066536,36.60845756530762,Unknown
580,1,Myke,0.8766764746142658,35.7816219329834,Unknown
582,1,Myke,0.7662944751730209,44.96192932128906,Unknown
584,1,Myke,0.9192998126044566,43.38240623474121,Unknown
586,1,Myke,0.9162637948319274,37.68157958984375,Unknown
588,1,Myke,0.8540892631926783,35.7210636138916,Unknown
590,1,Myke,0.6902906659562414,35.303354263305664,Unknown
592,1,Unknown,0.0,33.185482025146484,Unknown
594,1,Unknown,0.0,35.774946212768555,Unknown
596,1,Unknown,0.0,34.80792045593262,Unknown
598,1,Unknown,0.0,37.46509552001953,Unknown
600,1,Unknown,0.0,36.071062088012695,Unknown
602,1,Unknown,0.0,42.84787178039551,Unknown
604,1,Myke,0.529393390637356,33.21647644042969,Unknown
606,1,Unknown,0.0,37.216901779174805,Unknown
608,1,Unknown,0.0,35.860300064086914,Unknown
610,1,Myke,0.6206153390499631,35.37464141845703,Unknown
612,1,Myke,0.5957761868382446,43.695926666259766,Unknown
614,1,Unknown,0.0,45.0437068939209,Unknown
616,1,Unknown,0.0,35.852909088134766,Unknown
618,1,Unknown,0.0,38.761138916015625,Unknown
620,1,Myke,0.4901215649722494,32.24945068359375,Unknown
622,1,Unknown,0.0,19.777536392211914,Unknown
624,1,Unknown,0.0,17.34304428100586,Unknown
626,1,Unknown,0.0,14.655351638793945,Unknown
628,1,Unknown,0.0,14.80555534362793,Unknown
630,1,Unknown,0.0,12.959003448486328,Unknown
632,1,Unknown,0.0,12.098550796508789,Unknown
634,1,Unknown,0.0,11.689901351928711,Unknown
636,1,Unknown,0.0,16.130447387695312,Unknown
638,1,Unknown,0.0,19.24729347229004,Unknown
640,1,Unknown,0.0,19.11473274230957,Unknown
642,1,Unknown,0.0,16.69788360595703,Unknown
644,1,Unknown,0.0,17.060279846191406,Unknown
646,1,Unknown,0.0,16.183137893676758,Unknown
648,1,Unknown,0.0,12.130498886108398,Unknown
650,1,Unknown,0.0,12.680292129516602,Unknown
652,1,Unknown,0.0,11.909723281860352,Unknown
654,1,Unknown,0.0,11.368513107299805,Unknown
656,1,Unknown,0.0,14.525651931762695,Unknown
658,1,Unknown,0.0,10.687828063964844,Unknown
660,1,Unknown,0.0,14.06407356262207,Unknown
662,1,Unknown,0.0,20.678043365478516,Unknown
664,1,Unknown,0.0,16.588687896728516,Unknown
666,1,Unknown,0.0,12.381792068481445,Unknown
668,1,Unknown,0.0,15.639543533325195,Unknown
670,1,Unknown,0.0,17.277240753173828,Unknown
672,1,Unknown,0.0,11.317729949951172,Unknown
674,1,Unknown,0.0,10.870933532714844,Unknown
676,1,Unknown,0.0,11.126279830932617,Unknown
678,1,Unknown,0.0,21.557092666625977,Unknown
680,1,Unknown,0.0,18.413066864013672,Unknown
682,1,Unknown,0.0,12.291669845581055,Unknown
684,1,Unknown,0.0,18.152236938476562,Unknown
686,1,Unknown,0.0,15.453100204467773,Unknown
688,1,Unknown,0.0,14.33110237121582,Unknown
690,1,Unknown,0.0,10.677337646484375,Unknown
692,1,Unknown,0.0,17.031192779541016,Unknown
694,1,Unknown,0.0,9.802818298339844,Unknown
696,1,Unknown,0.0,8.636951446533203,Unknown
698,1,Unknown,0.0,9.06515121459961,Unknown
700,1,Unknown,0.0,14.045953750610352,Unknown
702,1,Unknown,0.0,12.331008911132812,Unknown
704,1,Unknown,0.0,10.903596878051758,Unknown
706,1,Unknown,0.0,12.352228164672852,Unknown
708,1,Unknown,0.0,12.051820755004883,Unknown
710,1,Unknown,0.0,10.375261306762695,Unknown
712,1,Unknown,0.0,11.893987655639648,Unknown
714,1,Unknown,0.0,9.179830551147461,Unknown
716,1,Unknown,0.0,11.090517044067383,Unknown
718,1,Unknown,0.0,9.925365447998047,Unknown
720,1,Unknown,0.0,10.946512222290039,Unknown
722,1,Unknown,0.0,12.753486633300781,Unknown
724,1,Unknown,0.0,11.541128158569336,Unknown
726,1,Unknown,0.0,11.681318283081055,Unknown
728,1,Unknown,0.0,11.761903762817383,Unknown
730,1,Unknown,0.0,10.821819305419922,Unknown
732,1,Unknown,0.0,14.19520378112793,Unknown
734,1,Unknown,0.0,11.574029922485352,Unknown
736,1,Unknown,0.0,11.311769485473633,Unknown
738,1,Unknown,0.0,11.490345001220703,Unknown
740,1,Unknown,0.0,15.644073486328125,Unknown
742,1,Unknown,0.0,13.467788696289062,Unknown
744,1,Unknown,0.0,11.304855346679688,Unknown
746,1,Unknown,0.0,11.176109313964844,Unknown
748,1,Unknown,0.0,10.94365119934082,Unknown
750,1,Unknown,0.0,11.098146438598633,Unknown
752,1,Unknown,0.0,14.725208282470703,Unknown
754,1,Unknown,0.0,13.662099838256836,Unknown
756,1,Unknown,0.0,16.89291000366211,Unknown
758,1,Unknown,0.0,14.679193496704102,Unknown
760,1,Unknown,0.0,13.805150985717773,Unknown
762,1,Unknown,0.0,12.946605682373047,Unknown
764,1,Unknown,0.0,12.785911560058594,Unknown
766,1,Unknown,0.0,12.722015380859375,Unknown
768,1,Unknown,0.0,14.642953872680664,Unknown
770,1,Unknown,0.0,11.416196823120117,Unknown
772,1,Unknown,0.0,11.83938980102539,Unknown
774,1,Unknown,0.0,13.01121711730957,Unknown
776,1,Unknown,0.0,13.895750045776367,Unknown
778,1,Unknown,0.0,11.200904846191406,Unknown
780,1,Unknown,0.0,10.860681533813477,Unknown
782,1,Unknown,0.0,10.92672348022461,Unknown
784,1,Unknown,0.0,11.71112060546875,Unknown
786,1,Unknown,0.0,13.194799423217773,Unknown
788,1,Unknown,0.0,11.485815048217773,Unknown
790,1,Unknown,0.0,11.48223876953125,Unknown
792,1,Unknown,0.0,11.724233627319336,Unknown
794,1,Unknown,0.0,11.485576629638672,Unknown
796,1,Unknown,0.0,12.089967727661133,Unknown
798,1,Unknown,0.0,11.712074279785156,Unknown
800,1,Unknown,0.0,14.234542846679688,Unknown
802,1,Unknown,0.0,15.686273574829102,Unknown
804,1,Unknown,0.0,14.50657844543457,Unknown
806,1,Unknown,0.0,14.760255813598633,Unknown
808,1,Unknown,0.0,14.13869857788086,Unknown
810,1,Unknown,0.0,14.462709426879883,Unknown
812,1,Unknown,0.0,11.751174926757812,Unknown
814,1,Unknown,0.0,11.978864669799805,Unknown
816,1,Unknown,0.0,10.421037673950195,Unknown
818,1,Unknown,0.0,11.383771896362305,Unknown
820,1,Unknown,0.0,11.421442031860352,Unknown
822,1,Unknown,0.0,16.01719856262207,Unknown
824,1,Unknown,0.0,11.683940887451172,Unknown
826,1,Unknown,0.0,14.758825302124023,Unknown
828,1,Unknown,0.0,11.646747589111328,Unknown
830,1,Unknown,0.0,12.130022048950195,Unknown
832,1,Unknown,0.0,12.292861938476562,Unknown
834,1,Unknown,0.0,13.616561889648438,Unknown
836,1,Unknown,0.0,12.22848892211914,Unknown
838,1,Unknown,0.0,14.696359634399414,Unknown
840,1,Unknown,0.0,11.032342910766602,Unknown
842,1,Unknown,0.0,14.450311660766602,Unknown
844,1,Unknown,0.0,17.27604866027832,Unknown
846,1,Unknown,0.0,15.676259994506836,Unknown
848,1,Unknown,0.0,14.639139175415039,Unknown
850,1,Unknown,0.0,14.124631881713867,Unknown
852,1,Unknown,0.0,12.119054794311523,Unknown
854,1,Unknown,0.0,11.469841003417969,Unknown
856,1,Unknown,0.0,11.98887825012207,Unknown
858,1,Unknown,0.0,15.078067779541016,Unknown
860,1,Unknown,0.0,14.456748962402344,Unknown
862,1,Unknown,0.0,15.917062759399414,Unknown
864,1,Unknown,0.0,13.605594635009766,Unknown
866,1,Unknown,0.0,11.372089385986328,Unknown
868,1,Unknown,0.0,11.188983917236328,Unknown
870,1,Unknown,0.0,11.598348617553711,Unknown
872,1,Unknown,0.0,11.513710021972656,Unknown
874,1,Unknown,0.0,12.017011642456055,Unknown
876,1,Unknown,0.0,11.352062225341797,Unknown
878,1,Unknown,0.0,11.904001235961914,Unknown
880,1,Unknown,0.0,12.011528015136719,Unknown
882,1,Unknown,0.0,12.269020080566406,Unknown
884,1,Unknown,0.0,12.168407440185547,Unknown
886,1,Unknown,0.0,14.406204223632812,Unknown
888,1,Unknown,0.0,12.559652328491211,Unknown
890,1,Unknown,0.0,11.605024337768555,Unknown
892,1,Unknown,0.0,16.599655151367188,Unknown
894,1,Unknown,0.0,10.743379592895508,Unknown
896,1,Unknown,0.0,11.710643768310547,Unknown
898,1,Unknown,0.0,10.512351989746094,Unknown
900,1,Unknown,0.0,13.13161849975586,Unknown
902,1,Unknown,0.0,11.55853271484375,Unknown
904,1,Unknown,0.0,11.530160903930664,Unknown
906,1,Unknown,0.0,15.23733139038086,Unknown
908,1,Unknown,0.0,13.455629348754883,Unknown
910,1,Unknown,0.0,13.101577758789062,Unknown
912,1,Unknown,0.0,13.188362121582031,Unknown
914,1,Unknown,0.0,25.447845458984375,Unknown
916,1,Unknown,0.0,21.32129669189453,Unknown
918,1,Unknown,0.0,11.594533920288086,Unknown
920,1,Unknown,0.0,11.610031127929688,Unknown
922,1,Unknown,0.0,12.00723648071289,Unknown
924,1,Unknown,0.0,16.831159591674805,Unknown
926,1,Unknown,0.0,14.265298843383789,Unknown
928,1,Unknown,0.0,11.068344116210938,Unknown
930,1,Unknown,0.0,13.745784759521484,Unknown
932,1,Unknown,0.0,12.885332107543945,Unknown
934,1,Unknown,0.0,10.869503021240234,Unknown
936,1,Unknown,0.0,14.652729034423828,Unknown
938,1,Unknown,0.0,13.81063461303711,Unknown
940,1,Unknown,0.0,18.51511001586914,Unknown
942,1,Unknown,0.0,13.353824615478516,Unknown
944,1,Unknown,0.0,12.19320297241211,Unknown
946,1,Unknown,0.0,12.59613037109375,Unknown
948,1,Unknown,0.0,13.27371597290039,Unknown
950,1,Unknown,0.0,14.177322387695312,Unknown
952,1,Unknown,0.0,14.720916748046875,Unknown
954,1,Unknown,0.0,12.769937515258789,Unknown
956,1,Unknown,0.0,19.747257232666016,Unknown
958,1,Unknown,0.0,12.993812561035156,Unknown
960,1,Unknown,0.0,14.515161514282227,Unknown
962,1,Unknown,0.0,17.63629913330078,Unknown
964,1,Unknown,0.0,31.549692153930664,Unknown
966,1,Unknown,0.0,17.548799514770508,Unknown
968,1,Unknown,0.0,15.651941299438477,Unknown
970,1,Unknown,0.0,22.980928421020508,Unknown
972,1,Unknown,0.0,17.027616500854492,Unknown
974,1,Unknown,0.0,15.714883804321289,Unknown
976,1,Unknown,0.0,35.685062408447266,Unknown
978,1,Unknown,0.0,14.95814323425293,Unknown
980,1,Myke,0.5263930545842117,35.2785587310791,Unknown
982,1,Unknown,0.0,30.780553817749023,Unknown
984,1,Unknown,0.0,31.141042709350586,Unknown
986,1,Unknown,0.0,33.09512138366699,Unknown
988,1,Unknown,0.0,34.14773941040039,Unknown
990,1,Unknown,0.0,32.17911720275879,Unknown
992,1,Unknown,0.0,36.792755126953125,Unknown
994,1,Unknown,0.0,28.936147689819336,Unknown
996,1,Unknown,0.0,32.98449516296387,Unknown
998,1,Unknown,0.0,33.822059631347656,Unknown
1000,1,Unknown,0.0,38.31076622009277,Unknown
1002,1,Unknown,0.0,32.53912925720215,Unknown
1004,1,Unknown,0.0,44.08836364746094,Unknown
1006,1,Unknown,0.0,31.01372718811035,Unknown
1008,1,Unknown,0.0,33.11872482299805,Unknown
1010,1,Unknown,0.0,38.37156295776367,Unknown
1012,1,Unknown,0.0,49.094200134277344,Unknown
1014,1,Myke,0.5107252010507882,30.69162368774414,Unknown
1016,1,Myke,0.5297909380297338,29.413938522338867,Unknown
1018,1,Myke,0.5545906676220929,27.27484703063965,Unknown
1020,1,Unknown,0.0,13.705253601074219,Unknown
1022,1,Unknown,0.0,12.756586074829102,Unknown
1024,1,Unknown,0.0,9.21630859375,Unknown
1026,1,Unknown,0.0,11.205196380615234,Unknown
1028,1,Unknown,0.0,12.876033782958984,Unknown
1030,1,Unknown,0.0,12.823820114135742,Unknown
1032,1,Unknown,0.0,33.9052677154541,Unknown
1034,1,Unknown,0.0,13.13161849975586,Unknown
1036,1,Unknown,0.0,13.75269889831543,Unknown
1038,1,Unknown,0.0,13.729333877563477,Unknown
1040,1,Unknown,0.0,14.787435531616211,Unknown
1042,1,Unknown,0.0,17.125606536865234,Unknown
1044,1,Unknown,0.0,45.62497138977051,Unknown
1046,1,Unknown,0.0,35.02774238586426,Unknown
1048,1,Unknown,0.0,30.93433380126953,Unknown
1050,1,Unknown,0.0,21.926403045654297,Unknown
1052,1,Myke,0.6067765580624703,37.755727767944336,Unknown
1054,1,Unknown,0.0,33.028602600097656,Unknown
1056,1,Unknown,0.0,34.70659255981445,Unknown
1058,1,Unknown,0.0,44.3730354309082,Unknown
1060,1,Unknown,0.0,38.54489326477051,Unknown
1062,1,Unknown,0.0,33.26582908630371,Unknown
1064,1,Myke,0.5427077696540296,32.967567443847656,Unknown
1066,1,Unknown,0.0,29.250144958496094,Unknown
