frame,track_id,name,confidence,inference_time_ms,pose,pose_confidence,is_locked,consecutive_back_frames,frames_since_face
0,1,Unknown,0.0,516.9305801391602,frontal,0.7,False,0,0
2,1,Unknown,0.0,119.42052841186523,frontal,0.7,False,0,0
4,1,Unknown,0.0,125.9298324584961,profile,0.5,False,0,0
6,1,Unknown,0.0,105.77893257141113,frontal,0.7,False,0,0
8,1,Unknown,0.0,81.8476676940918,frontal,0.7,False,0,0
10,1,Unknown,0.0,92.77892112731934,frontal,0.7,False,0,0
12,1,Unknown,0.0,100.09312629699707,frontal,0.7,False,0,0
14,1,Unknown,0.0,86.24005317687988,frontal,0.7,False,0,0
16,1,Myke,0.8729358826939061,83.3730697631836,frontal,0.7,True,0,0
18,1,Myke,0.8720159599278937,295.2618598937988,frontal,0.7,True,0,0
20,1,Myke,0.8275412907242558,93.1692123413086,frontal,0.7,True,0,0
22,1,Myke,0.8989099800859884,82.43870735168457,frontal,0.7,True,0,0
24,1,Myke,0.8246311720921821,71.45023345947266,frontal,0.7,True,0,0
26,1,Myke,0.7429170678224442,82.20601081848145,frontal,0.7,True,0,0
28,1,Myke,0.9215376915208207,96.63772583007812,frontal,0.7,True,0,0
30,1,Myke,0.9083335608146965,87.51487731933594,frontal,0.7,True,0,0
32,1,Myke,0.856073030048375,422.9011535644531,frontal,0.7,True,0,0
34,1,Myke,0.8731944906493425,104.67028617858887,frontal,0.7,True,0,0
36,1,Myke,0.8699956881652637,95.96586227416992,frontal,0.7,True,0,2
38,1,Myke,0.8668061881131588,117.2628402709961,profile,0.5,True,0,4
40,1,Myke,0.8636259660785095,70.30987739562988,frontal,0.7,True,0,6
42,1,Myke,0.8604549977072463,57.009220123291016,frontal,0.7,True,0,8
44,1,Myke,0.8572932587056039,50.891876220703125,frontal,0.7,True,0,10
46,1,Myke,0.8541407248399773,45.06111145019531,frontal,0.7,True,0,12
48,1,Myke,0.8509973719367783,57.88445472717285,frontal,0.7,True,0,14
50,1,Myke,0.8782637295536396,40.12322425842285,frontal,0.7,True,0,0
52,1,Myke,0.8750463567577081,40.87352752685547,frontal,0.7,True,0,2
54,1,Myke,0.8777778482901927,56.0603141784668,partial_back,0.5,True,1,4
56,1,Myke,0.8745573723718837,30.313491821289062,frontal,0.7,True,1,6
58,1,Myke,0.8772824228280238,35.92181205749512,partial_back,0.5,True,2,8
60,1,Myke,0.8800134869114589,27.96459197998047,partial_back,0.5,True,3,10
62,1,Myke,0.8827505595819785,29.17623519897461,partial_back,0.5,True,4,12
64,1,Myke,0.9095005765390082,39.128780364990234,partial_back,0.5,True,0,0
66,1,Myke,0.9276905880697883,37.69278526306152,partial_back,0.5,True,0,0
68,1,Myke,0.9462443998311841,28.53679656982422,partial_back,0.5,True,0,0
70,1,Myke,0.9492007843281306,30.426740646362305,partial_back,0.5,True,1,2
72,1,Myke,0.9521637518155066,16.522645950317383,partial_back,0.5,True,2,4
74,1,Myke,0.955133297390134,39.3674373626709,partial_back,0.5,True,3,6
76,1,Myke,0.9581094159501645,40.10939598083496,partial_back,0.5,True,4,8
78,1,Myke,0.9610921021932871,35.0956916809082,partial_back,0.5,True,5,10
80,1,Myke,0.9640813506149196,40.235042572021484,partial_back,0.5,True,6,12
82,1,Myke,0.9670771555063917,38.443565368652344,partial_back,0.5,True,7,14
84,1,Myke,0.970079510953111,28.583288192749023,partial_back,0.5,True,8,16
86,1,Myke,0.9730884108327184,30.16209602355957,partial_back,0.5,True,9,18
88,1,Myke,0.9761038488132313,35.95876693725586,partial_back,0.5,True,10,20
90,1,Myke,0.9791258183511713,27.669429779052734,partial_back,0.5,True,11,22
92,1,Myke,0.979804,30.360937118530273,partial_back,0.5,True,12,24
94,1,Myke,0.9781376666666667,32.15813636779785,partial_back,0.5,True,13,26
96,1,Myke,0.9764713333333334,26.189327239990234,partial_back,0.5,True,14,28
98,1,Myke,0.974805,53.324222564697266,partial_back,0.5,True,15,30
100,1,Myke,0.9731386666666667,30.493497848510742,partial_back,0.5,True,16,32
102,1,Myke,0.9714723333333334,44.252634048461914,partial_back,0.5,True,17,34
104,1,Myke,0.969806,24.062633514404297,partial_back,0.5,True,18,36
106,1,Myke,0.9681396666666667,24.126768112182617,partial_back,0.5,True,19,38
110,1,Myke,0.9645403866666667,24.813413619995117,profile,0.5,True,19,42
116,1,Myke,0.960951631228,16.208887100219727,profile,0.5,True,19,48
118,1,Myke,0.9573733726495413,15.271186828613281,profile,0.5,True,19,50
120,1,Myke,0.9538055832988714,18.68748664855957,profile,0.5,True,19,52
122,1,Myke,0.9502482356121137,14.014720916748047,profile,0.5,True,19,54
132,1,Myke,0.94670130209377,13.04173469543457,profile,0.5,True,19,64
134,1,Myke,0.9431647553165571,15.561103820800781,profile,0.5,True,19,66
136,1,Myke,0.9396385679212447,29.795408248901367,profile,0.5,True,19,68
138,1,Myke,0.9425001658460308,30.4567813873291,partial_back,0.5,True,20,70
140,1,Myke,0.9453675891346847,37.17541694641113,partial_back,0.5,True,21,72
142,1,Myke,0.948240827795301,35.31980514526367,partial_back,0.5,True,22,74
144,1,Myke,0.9481436666666667,26.171445846557617,partial_back,0.5,True,23,76
146,1,Myke,1.0,40.0385856628418,partial_back,0.5,True,0,0
148,1,Myke,0.9981336666666667,36.93389892578125,partial_back,0.5,True,1,2
150,1,Myke,0.9964673333333334,36.44371032714844,partial_back,0.5,True,2,4
152,1,Myke,0.994801,21.885156631469727,partial_back,0.5,True,3,6
154,1,Myke,0.9931346666666666,38.40517997741699,partial_back,0.5,True,4,8
