frame,track_id,name,confidence,inference_time_ms,pose,pose_confidence,is_locked,consecutive_back_frames,frames_since_face,ground_truth,dataset_predicted,dataset_confidence
120,4,Unknown,0.0,32.151222229003906,back_view,0.8999999999999999,False,19,33,,,
120,3,Unknown,0.0,11.929988861083984,partial_back,0.5,False,41,44,,,
120,1,myke,0.7345501553961867,44.324636459350586,back_view,0.8999999999999999,True,4,57,,,
122,4,Unknown,0.0,21.521806716918945,back_view,0.8999999999999999,False,20,34,,,
122,3,Unknown,0.0,13.919591903686523,profile,0.5,False,0,45,,,
122,1,myke,0.7367160069665335,49.41248893737793,back_view,0.8999999999999999,True,5,58,,,
124,4,Unknown,0.0,29.360055923461914,back_view,0.8999999999999999,False,21,35,,,
124,3,Unknown,0.0,20.032644271850586,profile,0.5,False,0,46,,,
124,1,myke,0.7388857293956189,44.82555389404297,partial_back,0.5,True,6,59,,,
126,4,Unknown,0.0,53.073883056640625,partial_back,0.5,False,22,36,,,
126,3,Unknown,0.0,14.727592468261719,partial_back,0.5,False,1,47,,,
126,1,myke,0.7410593099555154,41.11528396606445,partial_back,0.5,True,7,60,,,
128,4,Unknown,0.0,41.54658317565918,partial_back,0.5,False,23,37,,,
128,3,Unknown,0.0,19.12713050842285,partial_back,0.5,False,2,48,,,
128,1,myke,0.7446156535839918,51.83005332946777,partial_back,0.5,True,8,61,,,
130,4,Unknown,0.0,53.68161201477051,partial_back,0.5,False,24,38,,,
130,3,Unknown,0.0,18.18060874938965,profile,0.5,False,0,49,,,
130,1,myke,0.7481890641055413,38.985252380371094,partial_back,0.5,True,9,62,,,
132,4,Unknown,0.0,44.889211654663086,partial_back,0.5,False,25,39,,,
132,3,Unknown,0.0,18.727540969848633,profile,0.5,False,0,50,,,
134,4,Unknown,0.0,49.82161521911621,partial_back,0.5,False,26,40,,,
134,3,Unknown,0.0,10.906457901000977,profile,0.5,False,0,51,,,
134,1,myke,0.7517796234241837,31.449556350708008,partial_back,0.5,True,10,63,,,
136,4,Unknown,0.0,39.69001770019531,partial_back,0.5,False,27,41,,,
136,3,Unknown,0.0,24.382591247558594,frontal,0.7,False,0,52,,,
136,1,myke,0.7502760641773353,30.419588088989258,profile,0.5,True,10,64,,,
138,4,Unknown,0.0,44.75975036621094,partial_back,0.5,False,28,42,,,
138,3,Unknown,0.0,28.839826583862305,frontal,0.7,False,0,53,,,
138,1,myke,0.7538766390093222,29.625415802001953,back_view,0.7,True,11,65,,,
140,4,Unknown,0.0,30.659198760986328,back_view,0.8999999999999999,False,29,43,,,
140,3,Unknown,0.0,24.602413177490234,profile,0.5,False,0,54,,,
142,4,Unknown,0.0,44.01707649230957,back_view,0.8999999999999999,False,30,44,,,
142,3,Unknown,0.0,25.682449340820312,profile,0.5,False,0,55,,,
144,4,Unknown,0.0,30.504941940307617,back_view,0.8999999999999999,False,31,45,,,
