frame,track_id,name,confidence,inference_time_ms,pose,pose_confidence,is_locked,consecutive_back_frames,frames_since_face,ground_truth
254,3,Unknown,0.0,11.676311492919922,profile,0.5,False,0,0,
254,4,Unknown,0.0,50.53853988647461,back_view,0.8999999999999999,False,2,152,
254,7,myke,0.8558536808641024,13.749122619628906,back_view,0.7,True,22,60,
256,3,Unknown,0.0,10.360240936279297,profile,0.5,False,0,0,
256,4,Unknown,0.0,34.549713134765625,partial_back,0.5,False,3,154,
256,7,myke,0.8584548615180113,17.617225646972656,back_view,0.7,True,23,62,
258,3,Unknown,0.0,9.45425033569336,profile,0.5,False,0,0,
258,4,Unknown,0.0,32.03773498535156,back_view,0.8999999999999999,False,4,156,
258,7,myke,0.8610612976503688,14.50204849243164,back_view,0.7,True,24,64,
260,3,Unknown,0.0,9.400606155395508,profile,0.5,False,0,0,
260,4,Unknown,0.0,26.539087295532227,partial_back,0.5,False,5,158,
260,7,myke,0.8636729797970234,16.786813735961914,back_view,0.7,True,25,66,
262,3,Unknown,0.0,16.161203384399414,profile,0.5,False,0,0,
262,4,Unknown,0.0,24.628877639770508,partial_back,0.5,False,6,160,
262,7,myke,0.8662898982819511,22.853374481201172,back_view,0.7,True,26,68,
264,3,Unknown,0.0,11.64388656616211,profile,0.5,False,0,0,
264,4,Unknown,0.0,39.4895076751709,profile,0.5,False,0,162,
264,7,myke,0.8689120432154398,14.337778091430664,back_view,0.7,True,27,70,
266,3,Unknown,0.0,9.105920791625977,frontal,0.7,False,0,0,
266,4,Unknown,0.0,34.97648239135742,partial_back,0.5,False,1,164,
266,7,myke,0.8715394044922602,18.253087997436523,back_view,0.7,True,28,72,
268,3,Unknown,0.0,12.08186149597168,frontal,0.7,False,0,0,
268,4,Unknown,0.0,40.1148796081543,partial_back,0.5,False,2,166,
268,7,myke,0.8741719717898265,17.319440841674805,back_view,0.7,True,29,74,
270,3,Unknown,0.0,9.332895278930664,frontal,0.7,False,0,0,
270,4,Unknown,0.0,32.39107131958008,partial_back,0.5,False,3,168,
270,7,myke,0.8768097345663423,19.466876983642578,back_view,0.7,True,30,76,
272,3,Unknown,0.0,12.670278549194336,frontal,0.7,False,0,0,
272,4,Unknown,0.0,33.239126205444336,partial_back,0.5,False,4,170,
272,7,myke,0.8794526820589335,17.148971557617188,back_view,0.7,True,31,78,
274,3,Unknown,0.0,9.373903274536133,frontal,0.7,False,0,0,
274,4,Unknown,0.0,54.01468276977539,partial_back,0.5,False,5,172,
274,7,myke,0.882100803281771,23.06199073791504,back_view,0.7,True,32,80,
276,3,Unknown,0.0,13.295173645019531,frontal,0.7,False,0,0,
276,4,Unknown,0.0,61.65170669555664,partial_back,0.5,False,6,174,
276,7,myke,0.8847540870241769,14.492034912109375,back_view,0.8999999999999999,True,33,82,
278,3,Unknown,0.0,18.129825592041016,profile,0.5,False,0,0,
278,4,Unknown,0.0,55.79781532287598,partial_back,0.5,False,7,176,
278,7,myke,0.8874125218487203,20.89405059814453,back_view,0.8999999999999999,True,34,84,
280,3,Unknown,0.0,11.118888854980469,profile,0.5,False,0,0,
280,4,Unknown,0.0,57.772159576416016,partial_back,0.5,False,8,178,
280,7,myke,0.8900760960892993,19.094467163085938,back_view,0.8999999999999999,True,35,86,
282,3,Unknown,0.0,10.821104049682617,profile,0.5,False,0,0,
282,4,Unknown,0.0,53.285837173461914,partial_back,0.5,False,9,180,
282,7,myke,0.8927447978492089,18.26786994934082,back_view,0.8999999999999999,True,36,88,
284,3,Unknown,0.0,13.96799087524414,profile,0.5,False,0,0,
284,4,Unknown,0.0,68.07470321655273,partial_back,0.5,False,10,182,
284,7,myke,0.8954186149991965,37.328481674194336,back_view,0.8999999999999999,True,37,90,
286,3,Unknown,0.0,15.079736709594727,profile,0.5,False,0,0,
286,4,Unknown,0.0,55.93395233154297,partial_back,0.5,False,11,184,
286,7,myke,0.8980975351755047,16.98613166809082,back_view,0.8999999999999999,True,38,92,
288,3,Unknown,0.0,10.98179817199707,profile,0.5,False,0,0,
288,4,Unknown,0.0,50.551414489746094,partial_back,0.5,False,12,186,
288,7,myke,0.9007815457778986,20.18427848815918,back_view,0.8999999999999999,True,39,94,
290,3,Unknown,0.0,10.513544082641602,profile,0.5,False,0,0,
290,4,Unknown,0.0,60.17804145812988,partial_back,0.5,False,13,188,
290,7,myke,0.9034706339676821,37.97769546508789,back_view,0.8999999999999999,True,40,96,
292,3,Unknown,0.0,15.26331901550293,profile,0.5,False,0,0,
292,4,Unknown,0.0,30.552387237548828,partial_back,0.5,False,14,190,
292,7,myke,0.9061647866656986,33.66374969482422,back_view,0.8999999999999999,True,41,98,
294,3,Unknown,0.0,14.115333557128906,profile,0.5,False,0,0,
294,4,Unknown,0.0,34.15942192077637,partial_back,0.5,False,15,192,
294,7,myke,0.9088639905503184,35.48312187194824,back_view,0.8999999999999999,True,42,100,
296,3,Unknown,0.0,11.752843856811523,profile,0.5,False,0,0,
296,4,Unknown,0.0,32.769203186035156,partial_back,0.5,False,16,194,
296,7,myke,0.911568232055414,35.53581237792969,back_view,0.8999999999999999,True,43,102,
298,3,Unknown,0.0,10.987043380737305,profile,0.5,False,0,0,
298,4,Unknown,0.0,34.19971466064453,partial_back,0.5,False,17,196,
298,7,myke,0.9142774973683188,35.13789176940918,back_view,0.8999999999999999,True,44,104,
300,3,Unknown,0.0,10.698556900024414,profile,0.5,False,0,0,
300,4,Unknown,0.0,25.453805923461914,partial_back,0.5,False,18,198,
300,7,myke,0.9131506666666667,35.16960144042969,back_view,0.8999999999999999,True,45,106,
302,3,Unknown,0.0,17.546892166137695,profile,0.5,False,0,0,
302,4,Unknown,0.0,35.66241264343262,partial_back,0.5,False,19,200,
302,7,myke,0.9114843333333333,36.47446632385254,back_view,0.8999999999999999,True,46,108,
304,3,Unknown,0.0,11.34181022644043,profile,0.5,False,0,0,
304,4,Unknown,0.0,31.065940856933594,partial_back,0.5,False,20,202,
304,7,myke,0.909818,32.0582389831543,partial_back,0.5,True,47,110,
306,3,Unknown,0.0,17.013072967529297,profile,0.5,False,0,0,
306,4,Unknown,0.0,28.87248992919922,partial_back,0.5,False,21,204,
306,7,myke,0.9081516666666667,34.92021560668945,partial_back,0.5,True,48,112,
308,3,Unknown,0.0,14.716386795043945,frontal,0.7,False,0,0,
308,4,Unknown,0.0,21.404027938842773,back_view,0.8999999999999999,False,22,206,
308,7,myke,0.9064853333333333,36.900997161865234,partial_back,0.5,True,49,114,
310,3,Unknown,0.0,12.109518051147461,profile,0.5,False,0,0,
310,4,Unknown,0.0,21.753549575805664,partial_back,0.5,False,23,208,
310,7,myke,0.903009362,32.77730941772461,profile,0.5,True,49,116,
310,9,Unknown,0.0,17.84968376159668,partial_back,0.5,False,1,0,
312,3,Unknown,0.0,11.156797409057617,profile,0.5,False,0,0,
312,4,Unknown,0.0,26.649951934814453,partial_back,0.5,False,24,210,
312,7,myke,0.8995436686106666,32.95159339904785,profile,0.5,True,49,118,
314,3,Unknown,0.0,13.278961181640625,profile,0.5,False,0,0,
314,4,Unknown,0.0,22.844552993774414,partial_back,0.5,False,25,212,
314,7,myke,0.8960882259574425,33.09488296508789,profile,0.5,True,49,120,
314,9,Unknown,0.0,15.284538269042969,partial_back,0.5,False,2,0,
316,3,Unknown,0.0,10.203838348388672,profile,0.5,False,0,0,
316,4,Unknown,0.0,41.37468338012695,partial_back,0.5,False,26,214,
316,7,myke,0.8926430069001571,31.243085861206055,profile,0.5,True,49,122,
316,9,Unknown,0.0,22.15099334716797,partial_back,0.5,False,3,0,
318,3,Unknown,0.0,10.487556457519531,profile,0.5,False,0,0,
318,4,Unknown,0.0,40.3902530670166,partial_back,0.5,False,27,216,
318,7,myke,0.8908577208863567,36.33570671081543,profile,0.5,True,49,124,
318,9,Unknown,0.0,20.259857177734375,partial_back,0.5,False,4,0,
320,3,Unknown,0.0,10.047674179077148,profile,0.5,False,0,0,
320,4,Unknown,0.0,45.267343521118164,partial_back,0.5,False,28,218,
320,7,myke,0.889076005444584,34.509897232055664,profile,0.5,True,49,126,
320,9,Unknown,0.0,28.382062911987305,partial_back,0.5,False,5,0,
322,3,Unknown,0.0,17.082929611206055,profile,0.5,False,0,0,
322,4,Unknown,0.0,45.73845863342285,partial_back,0.5,False,29,220,
322,7,myke,0.8872978534336948,31.69417381286621,profile,0.5,True,49,128,
322,9,Unknown,0.0,20.446062088012695,partial_back,0.5,False,6,0,
324,3,Unknown,0.0,12.838125228881836,profile,0.5,False,0,0,
324,4,Unknown,0.0,42.51694679260254,partial_back,0.5,False,30,222,
324,7,myke,0.891555995832323,32.21917152404785,back_view,0.7,True,50,130,
324,9,Unknown,0.0,25.746822357177734,partial_back,0.5,False,7,0,
326,3,Unknown,0.0,10.609865188598633,profile,0.5,False,0,0,
326,4,Unknown,0.0,50.28343200683594,partial_back,0.5,False,31,224,
326,7,myke,0.8958345730563223,31.53538703918457,back_view,0.7,True,51,132,
326,9,Unknown,0.0,22.684097290039062,profile,0.5,False,0,0,
328,3,Unknown,0.0,11.275768280029297,profile,0.5,False,0,0,
328,4,Unknown,0.0,49.909353256225586,partial_back,0.5,False,32,226,
328,7,myke,0.8998200000000001,31.67557716369629,back_view,0.7,True,52,134,
328,9,Unknown,0.0,27.34541893005371,back_view,0.7,False,1,0,
330,3,Unknown,0.0,10.683536529541016,profile,0.5,False,0,0,
330,4,Unknown,0.0,49.96323585510254,partial_back,0.5,False,33,228,
330,7,myke,0.8998200000000001,32.76872634887695,back_view,0.7,True,53,136,
330,9,Unknown,0.0,21.044492721557617,back_view,0.7,False,2,0,
332,3,Unknown,0.0,14.253616333007812,profile,0.5,False,0,0,
332,4,Unknown,0.0,45.151472091674805,partial_back,0.5,False,34,230,
332,7,myke,0.8998200000000001,32.9282283782959,back_view,0.7,True,54,138,
332,9,Unknown,0.0,15.79594612121582,back_view,0.7,False,3,0,
334,3,Unknown,0.0,9.884119033813477,profile,0.5,False,0,0,
334,4,Unknown,0.0,52.57606506347656,partial_back,0.5,False,35,232,
334,7,myke,0.8998200000000001,32.89961814880371,back_view,0.7,True,55,140,
334,9,Unknown,0.0,16.551733016967773,back_view,0.7,False,4,0,
336,3,Unknown,0.0,10.87188720703125,profile,0.5,False,0,0,
336,4,Unknown,0.0,28.979063034057617,partial_back,0.5,False,36,234,
336,7,myke,0.8998200000000001,31.525850296020508,back_view,0.8999999999999999,True,56,142,
336,9,Unknown,0.0,15.82026481628418,back_view,0.7,False,5,0,
338,3,Unknown,0.0,17.953872680664062,profile,0.5,False,0,0,
338,4,Unknown,0.0,26.082754135131836,partial_back,0.5,False,37,236,
338,7,myke,0.8998200000000001,32.83357620239258,back_view,0.8999999999999999,True,57,144,
338,9,Unknown,0.0,13.82303237915039,back_view,0.7,False,6,0,
340,3,Unknown,0.0,11.410236358642578,profile,0.5,False,0,0,
340,4,Unknown,0.0,25.89702606201172,partial_back,0.5,False,38,238,
340,7,myke,0.8998200000000001,33.0202579498291,partial_back,0.5,True,58,146,
340,9,Unknown,0.0,13.612747192382812,back_view,0.7,False,7,0,
342,3,Unknown,0.0,11.001110076904297,profile,0.5,False,0,0,
342,4,Unknown,0.0,43.189048767089844,partial_back,0.5,False,39,240,
342,7,myke,0.8998200000000001,32.24062919616699,partial_back,0.5,True,59,148,
342,9,Unknown,0.0,18.64004135131836,back_view,0.7,False,8,0,
344,3,Unknown,0.0,12.474298477172852,profile,0.5,False,0,0,
344,4,Unknown,0.0,23.90742301940918,partial_back,0.5,False,40,242,
344,7,myke,0.8998200000000001,30.980587005615234,partial_back,0.5,True,60,150,
344,9,Unknown,0.0,11.395454406738281,back_view,0.7,False,9,0,
346,3,Unknown,0.0,10.885238647460938,profile,0.5,False,0,0,
346,4,Unknown,0.0,42.71721839904785,partial_back,0.5,False,41,244,
346,7,myke,0.9489768333333334,34.65843200683594,partial_back,0.5,True,61,152,
346,9,Unknown,0.0,13.736486434936523,back_view,0.7,False,10,0,
348,3,Unknown,0.0,10.3912353515625,profile,0.5,False,0,0,
348,4,Unknown,0.0,43.89238357543945,partial_back,0.5,False,42,246,
348,7,myke,0.9481436666666667,15.008926391601562,partial_back,0.5,True,62,154,
348,9,Unknown,0.0,12.761354446411133,back_view,0.7,False,11,0,
350,3,Unknown,0.0,14.514923095703125,profile,0.5,False,0,0,
350,4,Unknown,0.0,35.532236099243164,partial_back,0.5,False,43,248,
350,7,myke,0.9473105,33.32090377807617,partial_back,0.5,True,63,156,
350,9,Unknown,0.0,18.124103546142578,back_view,0.7,False,12,0,
352,3,Unknown,0.0,19.217967987060547,frontal,0.7,False,0,0,
352,4,Unknown,0.0,54.29649353027344,partial_back,0.5,False,44,250,
352,9,Unknown,0.0,15.456914901733398,back_view,0.7,False,13,0,
354,3,Unknown,0.0,9.94873046875,frontal,0.7,False,0,0,
354,4,Unknown,0.0,45.39799690246582,back_view,0.8999999999999999,False,45,252,
354,9,Unknown,0.0,32.433509826660156,back_view,0.7,False,14,0,
356,3,Unknown,0.0,15.696287155151367,frontal,0.7,False,0,0,
356,9,Unknown,0.0,15.36417007446289,back_view,0.7,False,15,0,
356,7,myke,0.9464773333333334,49.4844913482666,partial_back,0.5,True,64,162,
358,3,Unknown,0.0,9.273290634155273,frontal,0.7,False,0,0,
358,9,Unknown,0.0,15.657901763916016,back_view,0.7,False,16,0,
358,7,myke,0.9456441666666666,36.19027137756348,partial_back,0.5,True,65,164,
360,3,Unknown,0.0,13.619422912597656,frontal,0.7,False,0,0,
360,9,Unknown,0.0,13.706445693969727,back_view,0.7,False,17,0,
360,4,Unknown,0.0,40.75765609741211,partial_back,0.5,False,46,258,
362,3,Unknown,0.0,9.892702102661133,frontal,0.7,False,0,0,
362,9,Unknown,0.0,13.948678970336914,back_view,0.7,False,18,0,
362,4,Unknown,0.0,23.148059844970703,partial_back,0.5,False,47,260,
364,3,Unknown,0.0,10.492324829101562,profile,0.5,False,0,0,
364,9,Unknown,0.0,14.101266860961914,back_view,0.7,False,19,0,
364,4,Unknown,0.0,43.25222969055176,partial_back,0.5,False,48,262,
366,3,Unknown,0.0,12.905359268188477,profile,0.5,False,0,0,
366,9,Unknown,0.0,13.488054275512695,back_view,0.7,False,20,0,
366,4,Unknown,0.0,25.578975677490234,partial_back,0.5,False,49,264,
366,7,myke,0.944811,32.49025344848633,partial_back,0.5,True,66,172,
368,3,Unknown,0.0,11.024236679077148,profile,0.5,False,0,0,
368,9,Unknown,0.0,14.375925064086914,back_view,0.7,False,21,0,
368,4,Unknown,0.0,27.878761291503906,back_view,0.8999999999999999,False,50,266,
368,7,myke,0.9439778333333334,31.556367874145508,partial_back,0.5,True,67,174,
370,3,Unknown,0.0,9.838342666625977,profile,0.5,False,0,0,
370,9,Unknown,0.0,14.113426208496094,back_view,0.7,False,22,0,
370,4,Unknown,0.0,19.773244857788086,back_view,0.8999999999999999,False,51,268,
370,7,myke,0.9431446666666667,30.430316925048828,partial_back,0.5,True,68,176,
372,3,Unknown,0.0,10.223627090454102,profile,0.5,False,0,0,
372,9,Unknown,0.0,14.465808868408203,back_view,0.7,False,23,0,
372,4,Unknown,0.0,13.261079788208008,partial_back,0.5,False,52,270,
372,7,myke,0.9423115000000001,35.02178192138672,partial_back,0.5,True,69,178,
374,3,Unknown,0.0,18.67842674255371,frontal,0.7,False,0,0,
374,9,Unknown,0.0,20.769834518432617,back_view,0.7,False,24,0,
374,4,Unknown,0.0,14.490127563476562,partial_back,0.5,False,53,272,
374,7,myke,0.9414783333333333,31.58116340637207,partial_back,0.5,True,70,180,
376,3,Unknown,0.0,14.739036560058594,profile,0.5,False,0,0,
376,4,Unknown,0.0,23.890256881713867,partial_back,0.5,False,54,274,
376,7,myke,0.9406451666666666,44.97051239013672,partial_back,0.5,True,71,182,
378,3,Unknown,0.0,12.392044067382812,frontal,0.7,False,0,0,
378,4,Unknown,0.0,21.71802520751953,partial_back,0.5,False,55,276,
378,7,myke,0.939812,34.00826454162598,partial_back,0.5,True,72,184,
380,3,Unknown,0.0,7.1392059326171875,frontal,0.7,False,0,0,
380,4,Unknown,0.0,24.758577346801758,partial_back,0.5,False,56,278,
380,7,myke,0.9389788333333334,32.36246109008789,partial_back,0.5,True,73,186,
382,3,Unknown,0.0,10.011911392211914,profile,0.5,False,0,0,
382,7,myke,0.9381456666666667,31.795024871826172,partial_back,0.5,True,74,188,
384,3,Unknown,0.0,18.306970596313477,profile,0.5,False,0,0,
384,7,myke,0.9373125,34.44623947143555,partial_back,0.5,True,75,190,
384,4,Unknown,0.0,23.92435073852539,partial_back,0.5,False,57,282,
386,3,Unknown,0.0,12.306690216064453,profile,0.5,False,0,0,
386,7,myke,0.9364793333333333,74.39517974853516,partial_back,0.5,True,76,192,
386,4,Unknown,0.0,29.05726432800293,partial_back,0.5,False,58,284,
388,3,Unknown,0.0,10.274648666381836,frontal,0.7,False,0,0,
388,7,myke,0.9356461666666667,31.742334365844727,partial_back,0.5,True,77,194,
388,4,Unknown,0.0,17.639636993408203,partial_back,0.5,False,59,286,
390,3,Unknown,0.0,10.212898254394531,frontal,0.7,False,0,0,
390,7,myke,0.9348130000000001,33.93721580505371,partial_back,0.5,True,78,196,
390,4,Unknown,0.0,34.476280212402344,back_view,0.8999999999999999,False,60,288,
390,10,Unknown,0.0,32.25278854370117,back_view,0.8999999999999999,False,1,0,
392,3,Unknown,0.0,10.592937469482422,frontal,0.7,False,0,0,
392,7,myke,0.9339798333333333,36.127328872680664,partial_back,0.5,True,79,198,
392,4,Unknown,0.0,12.449026107788086,back_view,0.8999999999999999,False,61,290,
392,10,Unknown,0.0,33.10441970825195,back_view,0.8999999999999999,False,2,0,
394,3,Unknown,0.0,14.476776123046875,frontal,0.7,False,0,0,
394,7,myke,0.9331466666666667,29.57010269165039,partial_back,0.5,True,80,200,
394,4,Unknown,0.0,14.544486999511719,back_view,0.8999999999999999,False,62,292,
394,10,Unknown,0.0,29.062509536743164,partial_back,0.5,False,3,0,
396,3,Unknown,0.0,14.42265510559082,frontal,0.7,False,0,0,
396,7,myke,0.9323135,43.071746826171875,partial_back,0.5,True,81,202,
396,10,Unknown,0.0,17.371416091918945,partial_back,0.5,False,4,0,
398,3,Unknown,0.0,11.07168197631836,frontal,0.7,False,0,0,
398,7,myke,0.9314803333333334,35.841941833496094,partial_back,0.5,True,82,204,
398,10,Unknown,0.0,15.876293182373047,partial_back,0.5,False,5,0,
400,3,Unknown,0.0,10.398626327514648,frontal,0.7,False,0,0,
400,7,myke,0.9306471666666667,29.378414154052734,partial_back,0.5,True,83,206,
400,10,Unknown,0.0,28.78713607788086,back_view,0.8999999999999999,False,6,0,
402,3,Unknown,0.0,10.518312454223633,frontal,0.7,False,0,0,
402,7,myke,0.9298139999999999,30.22289276123047,partial_back,0.5,True,84,208,
402,10,Unknown,0.0,29.28328514099121,back_view,0.8999999999999999,False,7,0,
402,4,Unknown,0.0,26.867389678955078,back_view,0.8999999999999999,False,63,300,
404,3,Unknown,0.0,10.856866836547852,frontal,0.7,False,0,0,
404,7,myke,0.9289808333333334,37.943124771118164,partial_back,0.5,True,85,210,
404,10,Unknown,0.0,30.61699867248535,back_view,0.8999999999999999,False,8,0,
404,4,Unknown,0.0,25.52628517150879,back_view,0.8999999999999999,False,64,302,
406,3,Unknown,0.0,11.303186416625977,frontal,0.7,False,0,0,
406,7,myke,0.9281476666666667,30.028104782104492,partial_back,0.5,True,86,212,
406,10,Unknown,0.0,28.174877166748047,back_view,0.8999999999999999,False,9,0,
406,4,Unknown,0.0,27.34518051147461,back_view,0.8999999999999999,False,65,304,
408,3,Unknown,0.0,10.169744491577148,frontal,0.7,False,0,0,
408,7,myke,0.9273145,32.90271759033203,partial_back,0.5,True,87,214,
408,10,Unknown,0.0,32.21440315246582,partial_back,0.5,False,10,0,
408,4,Unknown,0.0,23.937225341796875,back_view,0.8999999999999999,False,66,306,
410,3,Unknown,0.0,10.705709457397461,frontal,0.7,False,0,0,
410,7,myke,0.9264813333333334,34.8505973815918,partial_back,0.5,True,88,216,
410,10,Unknown,0.0,31.466245651245117,back_view,0.8999999999999999,False,11,0,
410,4,Unknown,0.0,28.83124351501465,profile,0.5,False,0,308,
412,3,Unknown,0.0,15.605688095092773,frontal,0.7,False,0,0,
412,7,myke,0.9256481666666666,45.40419578552246,partial_back,0.5,True,89,218,
412,10,Unknown,0.0,38.69771957397461,partial_back,0.5,False,12,0,
412,4,Unknown,0.0,34.25168991088867,profile,0.5,False,0,310,
414,3,Unknown,0.0,14.042377471923828,frontal,0.7,False,0,0,
414,7,myke,0.924815,34.096479415893555,partial_back,0.5,True,90,220,
414,10,Unknown,0.0,13.253211975097656,partial_back,0.5,False,13,0,
414,4,Unknown,0.0,20.456552505493164,profile,0.5,False,0,312,
416,3,Unknown,0.0,11.941909790039062,frontal,0.7,False,0,0,
416,7,myke,0.9239818333333334,36.25965118408203,partial_back,0.5,True,91,222,
416,10,Unknown,0.0,31.551837921142578,partial_back,0.5,False,14,0,
416,4,Unknown,0.0,18.26190948486328,profile,0.5,False,0,314,
418,3,Unknown,0.0,11.158466339111328,frontal,0.7,False,0,0,
418,7,myke,0.9231486666666667,30.293941497802734,partial_back,0.5,True,92,224,
418,10,Unknown,0.0,29.8311710357666,partial_back,0.5,False,15,0,
418,4,Unknown,0.0,23.82373809814453,profile,0.5,False,0,316,
420,3,Unknown,0.0,10.365009307861328,profile,0.5,False,0,0,
420,7,myke,0.9223155,37.04214096069336,partial_back,0.5,True,93,226,
420,10,Unknown,0.0,32.17959403991699,partial_back,0.5,False,16,0,
420,4,Unknown,0.0,17.479896545410156,back_view,0.7,False,1,318,
422,3,Unknown,0.0,13.654708862304688,profile,0.5,False,0,0,
422,7,myke,0.9214823333333333,29.32262420654297,partial_back,0.5,True,94,228,
422,10,Unknown,0.0,31.622648239135742,partial_back,0.5,False,17,0,
422,4,Unknown,0.0,15.919685363769531,back_view,0.7,False,2,320,
424,3,Unknown,0.0,13.797283172607422,profile,0.5,False,0,0,
424,7,myke,0.9206491666666667,38.88559341430664,partial_back,0.5,True,95,230,
424,10,Unknown,0.0,15.563011169433594,partial_back,0.5,False,18,0,
424,4,Unknown,0.0,26.534080505371094,back_view,0.7,False,3,322,
426,3,Unknown,0.0,31.39638900756836,profile,0.5,False,0,0,
426,7,myke,0.9198160000000001,36.15689277648926,partial_back,0.5,True,96,232,
426,10,Unknown,0.0,15.624284744262695,partial_back,0.5,False,19,0,
428,7,myke,0.9189828333333334,41.39518737792969,partial_back,0.5,True,97,234,
428,10,Unknown,0.0,12.85552978515625,partial_back,0.5,False,20,0,
430,7,myke,0.9181496666666666,39.301395416259766,partial_back,0.5,True,98,236,
430,10,Unknown,0.0,15.241861343383789,partial_back,0.5,False,21,0,
432,7,myke,0.9173165,34.20114517211914,partial_back,0.5,True,99,238,
432,10,Unknown,0.0,31.494617462158203,partial_back,0.5,False,22,0,
434,7,myke,0.9164833333333333,37.45412826538086,partial_back,0.5,True,100,240,
434,10,Unknown,0.0,14.812469482421875,partial_back,0.5,False,23,0,
436,7,myke,0.9156501666666667,33.77509117126465,partial_back,0.5,True,101,242,
436,10,Unknown,0.0,13.654947280883789,partial_back,0.5,False,24,0,
438,7,myke,0.9148170000000001,31.6007137298584,partial_back,0.5,True,102,244,
438,10,Unknown,0.0,33.03360939025879,partial_back,0.5,False,25,0,
438,3,Unknown,0.0,26.088476181030273,partial_back,0.5,False,1,0,
440,7,myke,0.9139838333333333,10.844707489013672,partial_back,0.5,True,103,246,
440,10,Unknown,0.0,31.750917434692383,partial_back,0.5,False,26,0,
440,3,Unknown,0.0,27.402639389038086,partial_back,0.5,False,2,0,
442,7,myke,0.9121558656666667,14.760971069335938,frontal,0.7,True,103,248,
442,10,Unknown,0.0,14.934301376342773,partial_back,0.5,False,27,0,
442,3,Unknown,0.0,16.852617263793945,partial_back,0.5,False,3,0,
444,7,myke,0.9103315539353334,12.981414794921875,frontal,0.7,True,103,250,
444,10,Unknown,0.0,13.123750686645508,partial_back,0.5,False,28,0,
446,7,myke,0.9085108908274626,9.557247161865234,frontal,0.7,True,103,252,
446,10,Unknown,0.0,19.461393356323242,partial_back,0.5,False,29,0,
448,7,myke,0.9066938690458076,10.159015655517578,frontal,0.7,True,103,254,
448,10,Unknown,0.0,17.83585548400879,partial_back,0.5,False,30,0,
450,7,myke,0.904880481307716,11.482000350952148,frontal,0.7,True,103,256,
450,10,Unknown,0.0,11.729955673217773,partial_back,0.5,False,31,0,
450,11,Unknown,0.0,15.17796516418457,partial_back,0.5,False,1,0,
452,7,myke,0.9030707203451006,16.102075576782227,frontal,0.7,True,103,258,
452,10,Unknown,0.0,11.850833892822266,profile,0.5,False,0,0,
454,7,myke,0.9012645789044104,16.328811645507812,frontal,0.7,True,103,260,
454,10,Unknown,0.0,12.683391571044922,partial_back,0.5,False,1,0,
456,7,myke,0.9047642328076168,15.123128890991211,partial_back,0.5,True,104,262,
456,10,Unknown,0.0,15.751123428344727,partial_back,0.5,False,2,0,
458,7,myke,0.9082767199043268,11.486291885375977,partial_back,0.5,True,105,264,
458,10,Unknown,0.0,21.51656150817871,partial_back,0.5,False,3,0,
460,7,myke,0.9114843333333333,12.542724609375,partial_back,0.5,True,106,266,
460,10,Unknown,0.0,34.29841995239258,partial_back,0.5,False,4,0,
462,7,myke,0.9106511666666668,8.378267288208008,partial_back,0.5,True,107,268,
462,10,Unknown,0.0,31.1431884765625,partial_back,0.5,False,5,0,
464,7,myke,0.909818,9.599685668945312,partial_back,0.5,True,108,270,
464,10,Unknown,0.0,34.54995155334473,partial_back,0.5,False,6,0,
466,7,myke,0.9079983640000001,13.658523559570312,profile,0.5,True,108,272,
466,10,Unknown,0.0,32.23371505737305,partial_back,0.5,False,7,0,
468,7,myke,0.906182367272,21.832942962646484,profile,0.5,True,108,274,
468,10,Unknown,0.0,37.148237228393555,partial_back,0.5,False,8,0,
470,7,myke,0.9043700025374559,14.042377471923828,profile,0.5,True,108,276,
470,10,Unknown,0.0,38.82312774658203,partial_back,0.5,False,9,0,
472,7,myke,0.902561262532381,13.216257095336914,profile,0.5,True,108,278,
472,10,Unknown,0.0,34.12652015686035,partial_back,0.5,False,10,0,
474,7,myke,0.9007561400073162,9.368419647216797,profile,0.5,True,108,280,
474,10,Unknown,0.0,36.911725997924805,partial_back,0.5,False,11,0,
476,7,myke,0.8989546277273016,10.013103485107422,profile,0.5,True,108,282,
476,10,Unknown,0.0,31.248092651367188,partial_back,0.5,False,12,0,
478,7,myke,0.897156718471847,10.230779647827148,profile,0.5,True,108,284,
478,10,Unknown,0.0,33.54048728942871,partial_back,0.5,False,13,0,
480,7,myke,0.8953624050349034,10.752677917480469,profile,0.5,True,108,286,
480,10,Unknown,0.0,36.8807315826416,partial_back,0.5,False,14,0,
482,7,myke,0.8935716802248335,10.998010635375977,profile,0.5,True,108,288,
482,10,Unknown,0.0,32.18340873718262,partial_back,0.5,False,15,0,
484,7,myke,0.8917845368643839,9.409904479980469,profile,0.5,True,108,290,
484,10,Unknown,0.0,35.56013107299805,partial_back,0.5,False,16,0,
486,7,myke,0.8900009677906552,10.431051254272461,frontal,0.7,True,108,292,
486,10,Unknown,0.0,34.589290618896484,partial_back,0.5,False,17,0,
488,7,myke,0.8882209658550738,10.105609893798828,frontal,0.7,True,108,294,
488,10,Unknown,0.0,34.90304946899414,partial_back,0.5,False,18,0,
490,7,myke,0.8864445239233637,9.807586669921875,frontal,0.7,True,108,296,
490,10,Unknown,0.0,37.85347938537598,partial_back,0.5,False,19,0,
492,7,myke,0.8846716348755169,9.578227996826172,frontal,0.7,True,108,298,
492,10,Unknown,0.0,36.838531494140625,partial_back,0.5,False,20,0,
494,7,myke,0.8829022916057658,10.062217712402344,frontal,0.7,True,108,300,
